layer,tracer,workload,configuration,time
L1,None,syscall_benchmark,getcpu_0_5000,127479
L1,None,syscall_benchmark,getcpu_0_5000,128217
L1,None,syscall_benchmark,getcpu_0_5000,118345
L1,None,syscall_benchmark,getcpu_0_5000,118354
L1,None,syscall_benchmark,getcpu_0_5000,118502
L1,None,syscall_benchmark,getcpu_0_5000,132267
L1,None,syscall_benchmark,getcpu_0_5000,127192
L1,None,syscall_benchmark,getcpu_0_5000,128849
L1,None,syscall_benchmark,getcpu_0_5000,119621
L1,None,syscall_benchmark,getcpu_0_5000,132706
L1,None,syscall_benchmark,getcpu_0_5000,128304
L1,None,syscall_benchmark,getcpu_0_5000,133569
L1,None,syscall_benchmark,getcpu_0_5000,118266
L1,None,syscall_benchmark,getcpu_0_5000,127496
L1,None,syscall_benchmark,getcpu_0_5000,145637
L1,None,syscall_benchmark,getcpu_0_5000,147794
L1,None,syscall_benchmark,getcpu_0_5000,127419
L1,None,syscall_benchmark,getcpu_0_5000,118296
L1,None,syscall_benchmark,getcpu_0_5000,118319
L1,None,syscall_benchmark,getcpu_0_5000,127561
L1,None,syscall_benchmark,getcpu_0_5000,213065
L1,None,syscall_benchmark,getcpu_0_5000,119163
L1,None,syscall_benchmark,getcpu_0_5000,118173
L1,None,syscall_benchmark,getcpu_0_5000,127856
L1,None,syscall_benchmark,getcpu_0_5000,124345
L1,None,syscall_benchmark,getcpu_0_5000,127089
L1,None,syscall_benchmark,getcpu_0_5000,119708
L1,None,syscall_benchmark,getcpu_0_5000,119100
L1,None,syscall_benchmark,getcpu_0_5000,154058
L1,None,syscall_benchmark,getcpu_0_5000,118271

L1,Perf,syscall_benchmark,getcpu_0_5000,1082940
L1,Perf,syscall_benchmark,getcpu_0_5000,1112590
L1,Perf,syscall_benchmark,getcpu_0_5000,1071214
L1,Perf,syscall_benchmark,getcpu_0_5000,1065123
L1,Perf,syscall_benchmark,getcpu_0_5000,1068072
L1,Perf,syscall_benchmark,getcpu_0_5000,1076526
L1,Perf,syscall_benchmark,getcpu_0_5000,1083945
L1,Perf,syscall_benchmark,getcpu_0_5000,1052326
L1,Perf,syscall_benchmark,getcpu_0_5000,1068086
L1,Perf,syscall_benchmark,getcpu_0_5000,1082971
L1,Perf,syscall_benchmark,getcpu_0_5000,1109089
L1,Perf,syscall_benchmark,getcpu_0_5000,1036104
L1,Perf,syscall_benchmark,getcpu_0_5000,1054194
L1,Perf,syscall_benchmark,getcpu_0_5000,1124764
L1,Perf,syscall_benchmark,getcpu_0_5000,1070097
L1,Perf,syscall_benchmark,getcpu_0_5000,1080834
L1,Perf,syscall_benchmark,getcpu_0_5000,1056088
L1,Perf,syscall_benchmark,getcpu_0_5000,1043217
L1,Perf,syscall_benchmark,getcpu_0_5000,1146672
L1,Perf,syscall_benchmark,getcpu_0_5000,1106437
L1,Perf,syscall_benchmark,getcpu_0_5000,1094953
L1,Perf,syscall_benchmark,getcpu_0_5000,1064991
L1,Perf,syscall_benchmark,getcpu_0_5000,1056650
L1,Perf,syscall_benchmark,getcpu_0_5000,1043065
L1,Perf,syscall_benchmark,getcpu_0_5000,1115466
L1,Perf,syscall_benchmark,getcpu_0_5000,1135043
L1,Perf,syscall_benchmark,getcpu_0_5000,1077921
L1,Perf,syscall_benchmark,getcpu_0_5000,1104270
L1,Perf,syscall_benchmark,getcpu_0_5000,1066847
L1,Perf,syscall_benchmark,getcpu_0_5000,1088252



L1,Hypertracing,syscall_benchmark,getcpu_0_5000,2281900
L1,Hypertracing,syscall_benchmark,getcpu_0_5000,2277675
L1,Hypertracing,syscall_benchmark,getcpu_0_5000,2425987
L1,Hypertracing,syscall_benchmark,getcpu_0_5000,2157770
L1,Hypertracing,syscall_benchmark,getcpu_0_5000,2593288
L1,Hypertracing,syscall_benchmark,getcpu_0_5000,2359529
L1,Hypertracing,syscall_benchmark,getcpu_0_5000,2163953
L1,Hypertracing,syscall_benchmark,getcpu_0_5000,2074033
L1,Hypertracing,syscall_benchmark,getcpu_0_5000,2083954
L1,Hypertracing,syscall_benchmark,getcpu_0_5000,2330069
L1,Hypertracing,syscall_benchmark,getcpu_0_5000,2187463
L1,Hypertracing,syscall_benchmark,getcpu_0_5000,2091856
L1,Hypertracing,syscall_benchmark,getcpu_0_5000,2127092
L1,Hypertracing,syscall_benchmark,getcpu_0_5000,2160865
L1,Hypertracing,syscall_benchmark,getcpu_0_5000,2123810
L1,Hypertracing,syscall_benchmark,getcpu_0_5000,2085061
L1,Hypertracing,syscall_benchmark,getcpu_0_5000,2084968
L1,Hypertracing,syscall_benchmark,getcpu_0_5000,2070379
L1,Hypertracing,syscall_benchmark,getcpu_0_5000,2089318
L1,Hypertracing,syscall_benchmark,getcpu_0_5000,2258097
L1,Hypertracing,syscall_benchmark,getcpu_0_5000,2142551
L1,Hypertracing,syscall_benchmark,getcpu_0_5000,2331513
L1,Hypertracing,syscall_benchmark,getcpu_0_5000,2220751
L1,Hypertracing,syscall_benchmark,getcpu_0_5000,2189918
L1,Hypertracing,syscall_benchmark,getcpu_0_5000,2136791
L1,Hypertracing,syscall_benchmark,getcpu_0_5000,2098662
L1,Hypertracing,syscall_benchmark,getcpu_0_5000,2126342
L1,Hypertracing,syscall_benchmark,getcpu_0_5000,2204327
L1,Hypertracing,syscall_benchmark,getcpu_0_5000,2188005
L1,Hypertracing,syscall_benchmark,getcpu_0_5000,2123846
L1,Hypertracing_compress_2,syscall_benchmark,getcpu_0_5000,882352
L1,Hypertracing_compress_2,syscall_benchmark,getcpu_0_5000,934765
L1,Hypertracing_compress_2,syscall_benchmark,getcpu_0_5000,880468
L1,Hypertracing_compress_2,syscall_benchmark,getcpu_0_5000,880379
L1,Hypertracing_compress_2,syscall_benchmark,getcpu_0_5000,973522
L1,Hypertracing_compress_2,syscall_benchmark,getcpu_0_5000,925802
L1,Hypertracing_compress_2,syscall_benchmark,getcpu_0_5000,889040
L1,Hypertracing_compress_2,syscall_benchmark,getcpu_0_5000,889147
L1,Hypertracing_compress_2,syscall_benchmark,getcpu_0_5000,942578
L1,Hypertracing_compress_2,syscall_benchmark,getcpu_0_5000,880738
L1,Hypertracing_compress_2,syscall_benchmark,getcpu_0_5000,905906
L1,Hypertracing_compress_2,syscall_benchmark,getcpu_0_5000,979714
L1,Hypertracing_compress_2,syscall_benchmark,getcpu_0_5000,982699
L1,Hypertracing_compress_2,syscall_benchmark,getcpu_0_5000,893670
L1,Hypertracing_compress_2,syscall_benchmark,getcpu_0_5000,888303
L1,Hypertracing_compress_2,syscall_benchmark,getcpu_0_5000,913664
L1,Hypertracing_compress_2,syscall_benchmark,getcpu_0_5000,934580
L1,Hypertracing_compress_2,syscall_benchmark,getcpu_0_5000,951165
L1,Hypertracing_compress_2,syscall_benchmark,getcpu_0_5000,890121
L1,Hypertracing_compress_2,syscall_benchmark,getcpu_0_5000,884936
L1,Hypertracing_compress_2,syscall_benchmark,getcpu_0_5000,891107
L1,Hypertracing_compress_2,syscall_benchmark,getcpu_0_5000,927446
L1,Hypertracing_compress_2,syscall_benchmark,getcpu_0_5000,978717
L1,Hypertracing_compress_2,syscall_benchmark,getcpu_0_5000,928217
L1,Hypertracing_compress_2,syscall_benchmark,getcpu_0_5000,938029
L1,Hypertracing_compress_2,syscall_benchmark,getcpu_0_5000,930101
L1,Hypertracing_compress_2,syscall_benchmark,getcpu_0_5000,934976
L1,Hypertracing_compress_2,syscall_benchmark,getcpu_0_5000,925403
L1,Hypertracing_compress_2,syscall_benchmark,getcpu_0_5000,894364

L1,Ftrace_flight_recorder,syscall_benchmark,getcpu_0_5000,509645
L1,Ftrace_flight_recorder,syscall_benchmark,getcpu_0_5000,488564
L1,Ftrace_flight_recorder,syscall_benchmark,getcpu_0_5000,481785
L1,Ftrace_flight_recorder,syscall_benchmark,getcpu_0_5000,524490
L1,Ftrace_flight_recorder,syscall_benchmark,getcpu_0_5000,493152
L1,Ftrace_flight_recorder,syscall_benchmark,getcpu_0_5000,493302
L1,Ftrace_flight_recorder,syscall_benchmark,getcpu_0_5000,491353
L1,Ftrace_flight_recorder,syscall_benchmark,getcpu_0_5000,506730
L1,Ftrace_flight_recorder,syscall_benchmark,getcpu_0_5000,485302
L1,Ftrace_flight_recorder,syscall_benchmark,getcpu_0_5000,483935
L1,Ftrace_flight_recorder,syscall_benchmark,getcpu_0_5000,487195
L1,Ftrace_flight_recorder,syscall_benchmark,getcpu_0_5000,517943
L1,Ftrace_flight_recorder,syscall_benchmark,getcpu_0_5000,484617
L1,Ftrace_flight_recorder,syscall_benchmark,getcpu_0_5000,533809
L1,Ftrace_flight_recorder,syscall_benchmark,getcpu_0_5000,500854
L1,Ftrace_flight_recorder,syscall_benchmark,getcpu_0_5000,486717
L1,Ftrace_flight_recorder,syscall_benchmark,getcpu_0_5000,485284
L1,Ftrace_flight_recorder,syscall_benchmark,getcpu_0_5000,511636
L1,Ftrace_flight_recorder,syscall_benchmark,getcpu_0_5000,484860
L1,Ftrace_flight_recorder,syscall_benchmark,getcpu_0_5000,516062
L1,Ftrace_flight_recorder,syscall_benchmark,getcpu_0_5000,492703
L1,Ftrace_flight_recorder,syscall_benchmark,getcpu_0_5000,524278
L1,Ftrace_flight_recorder,syscall_benchmark,getcpu_0_5000,496293
L1,Ftrace_flight_recorder,syscall_benchmark,getcpu_0_5000,484785
L1,Ftrace_flight_recorder,syscall_benchmark,getcpu_0_5000,492932
L1,Ftrace_flight_recorder,syscall_benchmark,getcpu_0_5000,485497
L1,Ftrace_flight_recorder,syscall_benchmark,getcpu_0_5000,497962
L1,Ftrace_flight_recorder,syscall_benchmark,getcpu_0_5000,509969
L1,Ftrace_flight_recorder,syscall_benchmark,getcpu_0_5000,490803
L1,Ftrace_flight_recorder,syscall_benchmark,getcpu_0_5000,484552
L1,Ftrace,syscall_benchmark,getcpu_0_5000,564425
L1,Ftrace,syscall_benchmark,getcpu_0_5000,536490
L1,Ftrace,syscall_benchmark,getcpu_0_5000,517659
L1,Ftrace,syscall_benchmark,getcpu_0_5000,592565
L1,Ftrace,syscall_benchmark,getcpu_0_5000,588192
L1,Ftrace,syscall_benchmark,getcpu_0_5000,530864
L1,Ftrace,syscall_benchmark,getcpu_0_5000,488407
L1,Ftrace,syscall_benchmark,getcpu_0_5000,542201
L1,Ftrace,syscall_benchmark,getcpu_0_5000,519183
L1,Ftrace,syscall_benchmark,getcpu_0_5000,543576
L1,Ftrace,syscall_benchmark,getcpu_0_5000,549853
L1,Ftrace,syscall_benchmark,getcpu_0_5000,545958
L1,Ftrace,syscall_benchmark,getcpu_0_5000,525336
L1,Ftrace,syscall_benchmark,getcpu_0_5000,518644
L1,Ftrace,syscall_benchmark,getcpu_0_5000,568549
L1,Ftrace,syscall_benchmark,getcpu_0_5000,555006
L1,Ftrace,syscall_benchmark,getcpu_0_5000,569909
L1,Ftrace,syscall_benchmark,getcpu_0_5000,577949
L1,Ftrace,syscall_benchmark,getcpu_0_5000,542511
L1,Ftrace,syscall_benchmark,getcpu_0_5000,535854
L1,Ftrace,syscall_benchmark,getcpu_0_5000,533374
L1,Ftrace,syscall_benchmark,getcpu_0_5000,613166
L1,Ftrace,syscall_benchmark,getcpu_0_5000,529483
L1,Ftrace,syscall_benchmark,getcpu_0_5000,525329
L1,Ftrace,syscall_benchmark,getcpu_0_5000,521368
L1,Ftrace,syscall_benchmark,getcpu_0_5000,519905
L1,Ftrace,syscall_benchmark,getcpu_0_5000,491996
L1,Ftrace,syscall_benchmark,getcpu_0_5000,531240
L1,Ftrace,syscall_benchmark,getcpu_0_5000,522434
L1,Ftrace,syscall_benchmark,getcpu_0_5000,545099

L1,Lttng_flight_recorder,syscall_benchmark,getcpu_0_5000,462630
L1,Lttng_flight_recorder,syscall_benchmark,getcpu_0_5000,476574
L1,Lttng_flight_recorder,syscall_benchmark,getcpu_0_5000,471170
L1,Lttng_flight_recorder,syscall_benchmark,getcpu_0_5000,470595
L1,Lttng_flight_recorder,syscall_benchmark,getcpu_0_5000,468223
L1,Lttng_flight_recorder,syscall_benchmark,getcpu_0_5000,474313
L1,Lttng_flight_recorder,syscall_benchmark,getcpu_0_5000,469354
L1,Lttng_flight_recorder,syscall_benchmark,getcpu_0_5000,517435
L1,Lttng_flight_recorder,syscall_benchmark,getcpu_0_5000,462062
L1,Lttng_flight_recorder,syscall_benchmark,getcpu_0_5000,478707
L1,Lttng_flight_recorder,syscall_benchmark,getcpu_0_5000,475290
L1,Lttng_flight_recorder,syscall_benchmark,getcpu_0_5000,465730
L1,Lttng_flight_recorder,syscall_benchmark,getcpu_0_5000,470702
L1,Lttng_flight_recorder,syscall_benchmark,getcpu_0_5000,462380
L1,Lttng_flight_recorder,syscall_benchmark,getcpu_0_5000,462664
L1,Lttng_flight_recorder,syscall_benchmark,getcpu_0_5000,470828
L1,Lttng_flight_recorder,syscall_benchmark,getcpu_0_5000,473291
L1,Lttng_flight_recorder,syscall_benchmark,getcpu_0_5000,488927
L1,Lttng_flight_recorder,syscall_benchmark,getcpu_0_5000,469969
L1,Lttng_flight_recorder,syscall_benchmark,getcpu_0_5000,471654
L1,Lttng_flight_recorder,syscall_benchmark,getcpu_0_5000,502227
L1,Lttng_flight_recorder,syscall_benchmark,getcpu_0_5000,478218
L1,Lttng_flight_recorder,syscall_benchmark,getcpu_0_5000,483274
L1,Lttng_flight_recorder,syscall_benchmark,getcpu_0_5000,474122
L1,Lttng_flight_recorder,syscall_benchmark,getcpu_0_5000,516183
L1,Lttng_flight_recorder,syscall_benchmark,getcpu_0_5000,504020
L1,Lttng_flight_recorder,syscall_benchmark,getcpu_0_5000,477710
L1,Lttng_flight_recorder,syscall_benchmark,getcpu_0_5000,461844
L1,Lttng_flight_recorder,syscall_benchmark,getcpu_0_5000,748161
L1,Lttng_flight_recorder,syscall_benchmark,getcpu_0_5000,461625

L1,Lttng,syscall_benchmark,getcpu_0_5000,718994
L1,Lttng,syscall_benchmark,getcpu_0_5000,717046
L1,Lttng,syscall_benchmark,getcpu_0_5000,667201
L1,Lttng,syscall_benchmark,getcpu_0_5000,566526
L1,Lttng,syscall_benchmark,getcpu_0_5000,712776
L1,Lttng,syscall_benchmark,getcpu_0_5000,709505
L1,Lttng,syscall_benchmark,getcpu_0_5000,624563
L1,Lttng,syscall_benchmark,getcpu_0_5000,472230
L1,Lttng,syscall_benchmark,getcpu_0_5000,460612
L1,Lttng,syscall_benchmark,getcpu_0_5000,707517
L1,Lttng,syscall_benchmark,getcpu_0_5000,492324
L1,Lttng,syscall_benchmark,getcpu_0_5000,482677
L1,Lttng,syscall_benchmark,getcpu_0_5000,539053
L1,Lttng,syscall_benchmark,getcpu_0_5000,658307
L1,Lttng,syscall_benchmark,getcpu_0_5000,672918
L1,Lttng,syscall_benchmark,getcpu_0_5000,570520
L1,Lttng,syscall_benchmark,getcpu_0_5000,467028
L1,Lttng,syscall_benchmark,getcpu_0_5000,624305
L1,Lttng,syscall_benchmark,getcpu_0_5000,484879
L1,Lttng,syscall_benchmark,getcpu_0_5000,498035
L1,Lttng,syscall_benchmark,getcpu_0_5000,688713
L1,Lttng,syscall_benchmark,getcpu_0_5000,469293
L1,Lttng,syscall_benchmark,getcpu_0_5000,515406
L1,Lttng,syscall_benchmark,getcpu_0_5000,683657
L1,Lttng,syscall_benchmark,getcpu_0_5000,503371
L1,Lttng,syscall_benchmark,getcpu_0_5000,487959
L1,Lttng,syscall_benchmark,getcpu_0_5000,521522
L1,Lttng,syscall_benchmark,getcpu_0_5000,459143
L1,Lttng,syscall_benchmark,getcpu_0_5000,730608
L1,Lttng,syscall_benchmark,getcpu_0_5000,481470

L1,Strace_flight_recorder,syscall_benchmark,getcpu_0_5000,15188417
L1,Strace_flight_recorder,syscall_benchmark,getcpu_0_5000,16035131
L1,Strace_flight_recorder,syscall_benchmark,getcpu_0_5000,15483662
L1,Strace_flight_recorder,syscall_benchmark,getcpu_0_5000,15470249
L1,Strace_flight_recorder,syscall_benchmark,getcpu_0_5000,14966106
L1,Strace_flight_recorder,syscall_benchmark,getcpu_0_5000,15710957
L1,Strace_flight_recorder,syscall_benchmark,getcpu_0_5000,15293859
L1,Strace_flight_recorder,syscall_benchmark,getcpu_0_5000,15609129
L1,Strace_flight_recorder,syscall_benchmark,getcpu_0_5000,15731982
L1,Strace_flight_recorder,syscall_benchmark,getcpu_0_5000,15857409
L1,Strace_flight_recorder,syscall_benchmark,getcpu_0_5000,17371781
L1,Strace_flight_recorder,syscall_benchmark,getcpu_0_5000,15546809
L1,Strace_flight_recorder,syscall_benchmark,getcpu_0_5000,15667925
L1,Strace_flight_recorder,syscall_benchmark,getcpu_0_5000,15169275
L1,Strace_flight_recorder,syscall_benchmark,getcpu_0_5000,15524946
L1,Strace_flight_recorder,syscall_benchmark,getcpu_0_5000,15487835
L1,Strace_flight_recorder,syscall_benchmark,getcpu_0_5000,17537768
L1,Strace_flight_recorder,syscall_benchmark,getcpu_0_5000,15458198
L1,Strace_flight_recorder,syscall_benchmark,getcpu_0_5000,15699884
L1,Strace_flight_recorder,syscall_benchmark,getcpu_0_5000,15633168
L1,Strace_flight_recorder,syscall_benchmark,getcpu_0_5000,15560654
L1,Strace_flight_recorder,syscall_benchmark,getcpu_0_5000,15615048
L1,Strace_flight_recorder,syscall_benchmark,getcpu_0_5000,15656077
L1,Strace_flight_recorder,syscall_benchmark,getcpu_0_5000,15675105
L1,Strace_flight_recorder,syscall_benchmark,getcpu_0_5000,15539334
L1,Strace_flight_recorder,syscall_benchmark,getcpu_0_5000,15290855
L1,Strace_flight_recorder,syscall_benchmark,getcpu_0_5000,15565149
L1,Strace_flight_recorder,syscall_benchmark,getcpu_0_5000,15271753
L1,Strace_flight_recorder,syscall_benchmark,getcpu_0_5000,15709393
L1,Strace_flight_recorder,syscall_benchmark,getcpu_0_5000,15261860
L1,Strace,syscall_benchmark,getcpu_0_5000,19249962
L1,Strace,syscall_benchmark,getcpu_0_5000,19150495
L1,Strace,syscall_benchmark,getcpu_0_5000,20191255
L1,Strace,syscall_benchmark,getcpu_0_5000,20560462
L1,Strace,syscall_benchmark,getcpu_0_5000,18929664
L1,Strace,syscall_benchmark,getcpu_0_5000,20097732
L1,Strace,syscall_benchmark,getcpu_0_5000,19522092
L1,Strace,syscall_benchmark,getcpu_0_5000,19104650
L1,Strace,syscall_benchmark,getcpu_0_5000,20627803
L1,Strace,syscall_benchmark,getcpu_0_5000,20199831
L1,Strace,syscall_benchmark,getcpu_0_5000,20129025
L1,Strace,syscall_benchmark,getcpu_0_5000,19328414
L1,Strace,syscall_benchmark,getcpu_0_5000,19737851
L1,Strace,syscall_benchmark,getcpu_0_5000,20694995
L1,Strace,syscall_benchmark,getcpu_0_5000,20684769
L1,Strace,syscall_benchmark,getcpu_0_5000,19348249
L1,Strace,syscall_benchmark,getcpu_0_5000,19185259
L1,Strace,syscall_benchmark,getcpu_0_5000,18912757
L1,Strace,syscall_benchmark,getcpu_0_5000,19958153
L1,Strace,syscall_benchmark,getcpu_0_5000,18907179
L1,Strace,syscall_benchmark,getcpu_0_5000,19276914
L1,Strace,syscall_benchmark,getcpu_0_5000,19882410
L1,Strace,syscall_benchmark,getcpu_0_5000,19846009
L1,Strace,syscall_benchmark,getcpu_0_5000,19232606
L1,Strace,syscall_benchmark,getcpu_0_5000,20474272
L1,Strace,syscall_benchmark,getcpu_0_5000,19371371
L1,Strace,syscall_benchmark,getcpu_0_5000,19376568
L1,Strace,syscall_benchmark,getcpu_0_5000,19430094
L1,Strace,syscall_benchmark,getcpu_0_5000,19346858
L1,Strace,syscall_benchmark,getcpu_0_5000,19663551

L2,Lttng_flight_recorder,syscall_benchmark,getcpu_0_5000,481122
L2,Lttng_flight_recorder,syscall_benchmark,getcpu_0_5000,472814
L2,Lttng_flight_recorder,syscall_benchmark,getcpu_0_5000,475460
L2,Lttng_flight_recorder,syscall_benchmark,getcpu_0_5000,532472
L2,Lttng_flight_recorder,syscall_benchmark,getcpu_0_5000,471393
L2,Lttng_flight_recorder,syscall_benchmark,getcpu_0_5000,484049
L2,Lttng_flight_recorder,syscall_benchmark,getcpu_0_5000,529259
L2,Lttng_flight_recorder,syscall_benchmark,getcpu_0_5000,476710
L2,Lttng_flight_recorder,syscall_benchmark,getcpu_0_5000,551257
L2,Lttng_flight_recorder,syscall_benchmark,getcpu_0_5000,479695
L2,Lttng_flight_recorder,syscall_benchmark,getcpu_0_5000,505741
L2,Lttng_flight_recorder,syscall_benchmark,getcpu_0_5000,546336
L2,Lttng_flight_recorder,syscall_benchmark,getcpu_0_5000,479928
L2,Lttng_flight_recorder,syscall_benchmark,getcpu_0_5000,482213
L2,Lttng_flight_recorder,syscall_benchmark,getcpu_0_5000,476202
L2,Lttng_flight_recorder,syscall_benchmark,getcpu_0_5000,474832
L2,Lttng_flight_recorder,syscall_benchmark,getcpu_0_5000,471596
L2,Lttng_flight_recorder,syscall_benchmark,getcpu_0_5000,479448
L2,Lttng_flight_recorder,syscall_benchmark,getcpu_0_5000,566174
L2,Lttng_flight_recorder,syscall_benchmark,getcpu_0_5000,492024
L2,Lttng_flight_recorder,syscall_benchmark,getcpu_0_5000,475603
L2,Lttng_flight_recorder,syscall_benchmark,getcpu_0_5000,533051
L2,Lttng_flight_recorder,syscall_benchmark,getcpu_0_5000,472822
L2,Lttng_flight_recorder,syscall_benchmark,getcpu_0_5000,479856
L2,Lttng_flight_recorder,syscall_benchmark,getcpu_0_5000,471720
L2,Lttng_flight_recorder,syscall_benchmark,getcpu_0_5000,476006
L2,Lttng_flight_recorder,syscall_benchmark,getcpu_0_5000,522010
L2,Lttng_flight_recorder,syscall_benchmark,getcpu_0_5000,559866
L2,Lttng_flight_recorder,syscall_benchmark,getcpu_0_5000,608561
L2,Lttng,syscall_benchmark,getcpu_0_5000,493648
L2,Lttng,syscall_benchmark,getcpu_0_5000,471569
L2,Lttng,syscall_benchmark,getcpu_0_5000,513871
L2,Lttng,syscall_benchmark,getcpu_0_5000,510405
L2,Lttng,syscall_benchmark,getcpu_0_5000,534448
L2,Lttng,syscall_benchmark,getcpu_0_5000,524434
L2,Lttng,syscall_benchmark,getcpu_0_5000,556845
L2,Lttng,syscall_benchmark,getcpu_0_5000,544236
L2,Lttng,syscall_benchmark,getcpu_0_5000,474170
L2,Lttng,syscall_benchmark,getcpu_0_5000,472050
L2,Lttng,syscall_benchmark,getcpu_0_5000,475157
L2,Lttng,syscall_benchmark,getcpu_0_5000,477972
L2,Lttng,syscall_benchmark,getcpu_0_5000,472001
L2,Lttng,syscall_benchmark,getcpu_0_5000,478610
L2,Lttng,syscall_benchmark,getcpu_0_5000,509141
L2,Lttng,syscall_benchmark,getcpu_0_5000,524218
L2,Lttng,syscall_benchmark,getcpu_0_5000,470168
L2,Lttng,syscall_benchmark,getcpu_0_5000,498228
L2,Lttng,syscall_benchmark,getcpu_0_5000,471794
L2,Lttng,syscall_benchmark,getcpu_0_5000,542260
L2,Lttng,syscall_benchmark,getcpu_0_5000,508635
L2,Lttng,syscall_benchmark,getcpu_0_5000,477446
L2,Lttng,syscall_benchmark,getcpu_0_5000,507792
L2,Lttng,syscall_benchmark,getcpu_0_5000,488793
L2,Lttng,syscall_benchmark,getcpu_0_5000,485965
L2,Lttng,syscall_benchmark,getcpu_0_5000,532748
L2,Lttng,syscall_benchmark,getcpu_0_5000,476764
L2,Lttng,syscall_benchmark,getcpu_0_5000,475110
L2,Lttng,syscall_benchmark,getcpu_0_5000,1073066
L2,Lttng,syscall_benchmark,getcpu_0_5000,530868
L2,Strace_flight_recorder,syscall_benchmark,getcpu_0_5000,20735900
L2,Strace_flight_recorder,syscall_benchmark,getcpu_0_5000,21649507
L2,Strace_flight_recorder,syscall_benchmark,getcpu_0_5000,20709515
L2,Strace_flight_recorder,syscall_benchmark,getcpu_0_5000,20986411
L2,Strace_flight_recorder,syscall_benchmark,getcpu_0_5000,20461947
L2,Strace_flight_recorder,syscall_benchmark,getcpu_0_5000,30401315
L2,Strace_flight_recorder,syscall_benchmark,getcpu_0_5000,20833132
L2,Strace_flight_recorder,syscall_benchmark,getcpu_0_5000,20776859
L2,Strace_flight_recorder,syscall_benchmark,getcpu_0_5000,20298811
L2,Strace_flight_recorder,syscall_benchmark,getcpu_0_5000,20551204
L2,Strace_flight_recorder,syscall_benchmark,getcpu_0_5000,21921173
L2,Strace_flight_recorder,syscall_benchmark,getcpu_0_5000,20515687
L2,Strace_flight_recorder,syscall_benchmark,getcpu_0_5000,20939823
L2,Strace_flight_recorder,syscall_benchmark,getcpu_0_5000,20613699
L2,Strace_flight_recorder,syscall_benchmark,getcpu_0_5000,20504699
L2,Strace_flight_recorder,syscall_benchmark,getcpu_0_5000,22581107
L2,Strace_flight_recorder,syscall_benchmark,getcpu_0_5000,20419701
